name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Floyd_Ayité_186,0,0,0,0,0,0,0,0,0,0.0,0,0,186,0,0,19,0,0,0,0.0,711,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,17,0,0,0,0,0,0,2,0,7878,0,0,0,1,3,0.0,0,-1377,145,1522,45,False,0,0
Fousseni_Diabaté_232,0,0,0,0,0,0,0,0,0,0.0,0,0,232,0,0,17,0,0,0,0.0,757,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,20,0,0,0,0,0,0,2,0,2772,0,0,0,0,2,0.0,0,-602,48,650,49,True,0,0
Francisco_Femenía Far_383,0,5,0,0,0,3,0,0,5,1.1,0,0,383,0,0,12,0,0,0,0.1,908,0.2,0,2018-08-19T12:30:00Z,19 Aug 13:30,0,0,7,0,0,4,0,0,0,0,1,0,2,0,21671,0,0,0,3,1,0.0,1,-4764,207,4971,45,False,0,0
Fraser_Forster_329,0,0,0,0,0,0,0,0,0,0.0,0,0,329,0,0,16,0,0,0,0.0,854,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,8,0,0,0,0,0,0,2,0,62318,0,0,0,1,2,0.0,0,-7075,583,7658,45,False,0,0
Frederico_Rodrigues de Paula Santos_304,0,79,0,0,0,8,0,2,73,3.9,1,0,304,0,0,11,3,3,0,1.2,829,6.8,0,2018-08-19T15:00:00Z,19 Aug 16:00,0,0,90,0,0,3,0,0,0,0,7,0,2,0,233342,4,0,1,2,3,1.0,2,-22778,14147,36925,60,False,0,0
Gabriel Fernando_de Jesus_281,0,35,1,2,1,40,0,1,31,60.5,3,0,281,0,0,18,1,1,1,23.7,806,59.0,5,2018-08-19T12:30:00Z,19 Aug 13:30,0,0,90,0,0,10,0,0,0,0,4,0,2,0,127502,3,1,1,1,6,117.0,7,-12690,5922,18612,105,True,1,0
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0.0,0,0,114,0,0,14,0,0,0,0.0,639,0.0,0,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,0,0,0,1,0,0,0,0,0,0,2,0,62118,0,0,0,2,3,0.0,0,-12057,1078,13135,55,True,0,0
Gary_Madine_109,0,0,0,0,0,0,0,0,0,0.0,0,0,109,0,0,13,0,0,0,0.0,634,0.0,0,2018-08-18T11:30:00Z,18 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,2,0,76462,0,0,0,0,0,0.0,0,7259,16471,9212,45,True,0,0
Gaëtan_Bong_51,0,21,0,0,0,11,0,3,12,0.8,0,0,51,0,0,11,0,2,0,0.7,576,6.6,0,2018-08-19T15:00:00Z,19 Aug 16:00,0,0,90,0,0,14,0,0,0,0,8,0,2,0,8613,0,1,0,2,3,0.0,1,-492,137,629,45,True,0,0
Georges-Kévin_Nkoudou_497,0,0,0,0,0,0,0,0,0,0.0,0,0,497,0,0,19,0,0,0,0.0,1022,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,2,0,1038,0,0,0,1,3,0.0,0,-224,83,307,50,True,0,0
Georginio_Wijnaldum_252,0,57,0,0,0,16,1,1,52,14.8,2,0,252,0,0,15,1,0,0,3.3,777,16.0,1,2018-08-20T19:00:00Z,20 Aug 20:00,0,0,90,0,0,7,0,0,0,0,5,0,2,0,37360,1,1,0,2,0,2.0,3,-1534,3097,4631,55,False,0,0
Gerard_Deulofeu_394,0,0,0,0,0,0,0,0,0,0.0,0,0,394,0,0,12,0,0,0,0.0,919,0.0,0,2018-08-19T12:30:00Z,19 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,2,0,14628,0,0,0,3,1,0.0,0,-5091,225,5316,55,False,0,0
Glenn_Murray_62,0,24,0,0,0,14,0,0,14,1.9,0,0,62,0,0,11,9,1,1,6.0,587,25.4,0,2018-08-19T15:00:00Z,19 Aug 16:00,0,0,90,2,0,14,0,0,0,0,4,0,2,0,35652,3,0,0,2,3,33.0,5,-3845,1058,4903,65,True,0,1
Granit_Xhaka_17,0,35,0,0,0,4,0,0,29,11.5,0,0,17,0,0,14,1,2,0,1.5,542,3.4,1,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,45,0,0,6,0,0,0,0,1,0,2,0,204578,0,0,0,2,3,0.0,0,-31146,3989,35135,55,False,0,1
Greg_Cunninghamm_467,0,0,0,0,0,0,0,0,0,0.0,0,0,467,0,0,13,0,0,0,0.0,992,0.0,0,2018-08-18T11:30:00Z,18 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,2,0,4744,0,0,0,0,0,0.0,0,-698,48,746,45,True,0,0
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0.0,0,0,97,0,0,13,0,0,0,0.0,622,0.0,0,2018-08-18T11:30:00Z,18 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,2,0,1531,0,0,0,0,0,0.0,0,-167,85,252,40,True,0,0
Guido_Carrillo_350,0,0,0,0,0,0,0,0,0,0.0,0,0,350,0,0,16,0,0,0,0.0,875,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,8,0,0,0,0,0,0,2,0,187,0,0,0,1,2,0.0,0,-38,16,54,55,False,0,0
Gylfi_Sigurdsson_172,0,28,1,0,0,20,0,3,22,81.5,2,0,172,0,0,16,2,1,0,12.4,697,22.2,6,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,2,16,0,0,0,0,9,0,2,0,100191,1,0,0,1,2,20.0,2,-13334,3676,17010,75,True,0,0
Hamza_Choudhury_230,0,0,0,0,0,0,0,0,0,0.0,0,0,230,0,0,17,0,0,0,0.0,755,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,20,0,0,0,0,0,0,2,0,5682,0,0,0,0,2,0.0,0,-493,114,607,45,True,0,0
