name_id;id;name;average_assists;median_assists;sum_assists;count_assists;min_assists;max_assists;average_attempted_passes;median_attempted_passes;sum_attempted_passes;count_attempted_passes;min_attempted_passes;max_attempted_passes;average_big_chances_created;median_big_chances_created;sum_big_chances_created;count_big_chances_created;min_big_chances_created;max_big_chances_created;average_big_chances_missed;median_big_chances_missed;sum_big_chances_missed;count_big_chances_missed;min_big_chances_missed;max_big_chances_missed;average_bonus;median_bonus;sum_bonus;count_bonus;min_bonus;max_bonus;average_bps;median_bps;sum_bps;count_bps;min_bps;max_bps;average_clean_sheets;median_clean_sheets;sum_clean_sheets;count_clean_sheets;min_clean_sheets;max_clean_sheets;average_clearances_blocks_interceptions;median_clearances_blocks_interceptions;sum_clearances_blocks_interceptions;count_clearances_blocks_interceptions;min_clearances_blocks_interceptions;max_clearances_blocks_interceptions;average_completed_passes;median_completed_passes;sum_completed_passes;count_completed_passes;min_completed_passes;max_completed_passes;average_cost;median_cost;sum_cost;count_cost;min_cost;max_cost;average_creativity;median_creativity;sum_creativity;count_creativity;min_creativity;max_creativity;average_dribbles;median_dribbles;sum_dribbles;count_dribbles;min_dribbles;max_dribbles;average_ea_index;median_ea_index;sum_ea_index;count_ea_index;min_ea_index;max_ea_index;average_errors_leading_to_goal;median_errors_leading_to_goal;sum_errors_leading_to_goal;count_errors_leading_to_goal;min_errors_leading_to_goal;max_errors_leading_to_goal;average_errors_leading_to_goal_attempt;median_errors_leading_to_goal_attempt;sum_errors_leading_to_goal_attempt;count_errors_leading_to_goal_attempt;min_errors_leading_to_goal_attempt;max_errors_leading_to_goal_attempt;average_fouls;median_fouls;sum_fouls;count_fouls;min_fouls;max_fouls;average_goals_conceded;median_goals_conceded;sum_goals_conceded;count_goals_conceded;min_goals_conceded;max_goals_conceded;average_goals_scored;median_goals_scored;sum_goals_scored;count_goals_scored;min_goals_scored;max_goals_scored;average_ict_index;median_ict_index;sum_ict_index;count_ict_index;min_ict_index;max_ict_index;average_influence;median_influence;sum_influence;count_influence;min_influence;max_influence;average_key_passes;median_key_passes;sum_key_passes;count_key_passes;min_key_passes;max_key_passes;average_loaned_in;median_loaned_in;sum_loaned_in;count_loaned_in;min_loaned_in;max_loaned_in;average_loaned_out;median_loaned_out;sum_loaned_out;count_loaned_out;min_loaned_out;max_loaned_out;average_minutes;median_minutes;sum_minutes;count_minutes;min_minutes;max_minutes;average_offside;median_offside;sum_offside;count_offside;min_offside;max_offside;average_open_play_crosses;median_open_play_crosses;sum_open_play_crosses;count_open_play_crosses;min_open_play_crosses;max_open_play_crosses;average_own_goals;median_own_goals;sum_own_goals;count_own_goals;min_own_goals;max_own_goals;average_penalties_conceded;median_penalties_conceded;sum_penalties_conceded;count_penalties_conceded;min_penalties_conceded;max_penalties_conceded;average_penalties_missed;median_penalties_missed;sum_penalties_missed;count_penalties_missed;min_penalties_missed;max_penalties_missed;average_penalties_saved;median_penalties_saved;sum_penalties_saved;count_penalties_saved;min_penalties_saved;max_penalties_saved;average_recoveries;median_recoveries;sum_recoveries;count_recoveries;min_recoveries;max_recoveries;average_red_cards;median_red_cards;sum_red_cards;count_red_cards;min_red_cards;max_red_cards;average_saves;median_saves;sum_saves;count_saves;min_saves;max_saves;average_selected;median_selected;sum_selected;count_selected;min_selected;max_selected;average_tackled;median_tackled;sum_tackled;count_tackled;min_tackled;max_tackled;average_tackles;median_tackles;sum_tackles;count_tackles;min_tackles;max_tackles;average_target_missed;median_target_missed;sum_target_missed;count_target_missed;min_target_missed;max_target_missed;average_threat;median_threat;sum_threat;count_threat;min_threat;max_threat;average_total_points;median_total_points;sum_total_points;count_total_points;min_total_points;max_total_points;average_transfers_balance;median_transfers_balance;sum_transfers_balance;count_transfers_balance;min_transfers_balance;max_transfers_balance;average_transfers_in;median_transfers_in;sum_transfers_in;count_transfers_in;min_transfers_in;max_transfers_in;average_transfers_out;median_transfers_out;sum_transfers_out;count_transfers_out;min_transfers_out;max_transfers_out;average_winning_goals;median_winning_goals;sum_winning_goals;count_winning_goals;min_winning_goals;max_winning_goals;average_yellow_cards;median_yellow_cards;sum_yellow_cards;count_yellow_cards;min_yellow_cards;max_yellow_cards
Luciano_Vietto_513;513;Luciano Vietto;0.15384615384615385;0.0;4;26;0;2;14.23076923076923;13.0;370;26;0;38;0.11538461538461539;0.0;3;26;0;1;0.15384615384615385;0.0;4;26;0;1;0.15384615384615385;0.0;4;26;0;2;6.269230769230769;2.5;163;26;-2;33;0.038461538461538464;0.0;1;26;0;1;0.46153846153846156;0.0;12;26;0;3;11.153846153846153;9.0;290;26;0;30;5.457692307692309;5.5;141.90000000000003;26;5.3;5.5;11.296153846153846;2.4;293.7;26;0.0;64.4;0.5384615384615384;0.0;14;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.46153846153846156;0.0;12;26;0;3;0.7692307692307693;0.0;20;26;0;4;0.038461538461538464;0.0;1;26;0;1;3.2038461538461536;2.2;83.3;26;0.0;18.4;7.776923076923078;1.0;202.20000000000002;26;0.0;49.2;0.8076923076923077;0.0;21;26;0;5;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;36.19230769230769;45.0;941;26;0;90;0.0;0.0;0;26;0;0;0.3076923076923077;0.0;8;26;0;2;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;2.230769230769231;1.0;58;26;0;9;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;34457.38461538462;32813.0;895892;26;19900;49895;1.3846153846153846;1.0;36;26;0;6;0.38461538461538464;0.0;10;26;0;2;0.34615384615384615;0.0;9;26;0;2;13.076923076923077;3.0;340.0;26;0.0;108.0;1.6923076923076923;1.0;44;26;0;9;-440.7692307692308;-1081.0;-11460;26;-5692;16931;3117.230769230769;904.0;81048;26;0;22917;3558.0;2853.0;92508;26;0;8942;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1
Lukasz_Fabianski_400;400;Lukasz Fabianski;0.0;0.0;0;26;0;0;29.23076923076923;28.0;760;26;11;48;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.5;0.0;13;26;0;3;19.423076923076923;17.5;505;26;11;34;0.15384615384615385;0.0;4;26;0;1;0.8846153846153846;0.5;23;26;0;5;14.307692307692308;14.0;372;26;6;23;4.596153846153846;4.5;119.5;26;4.5;4.8;0.38461538461538464;0.0;10.0;26;0.0;10.0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;1.5;1.0;39;26;0;4;0.0;0.0;0;26;0;0;2.9923076923076923;2.75;77.8;26;1.1;5.9;29.61538461538461;27.6;769.9999999999999;26;11.2;59.2;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;90.0;90.0;2340;26;90;90;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;10.076923076923077;10.0;262;26;5;19;0.0;0.0;0;26;0;0;3.8846153846153846;3.5;101;26;1;9;915055.6153846154;882675.5;23791446;26;749696;1147315;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;3.8846153846153846;3.0;101;26;0;11;342.2307692307692;-1345.5;8898;26;-72461;91423;26955.423076923078;18592.5;700841;26;0;97644;26613.19230769231;19436.0;691943;26;0;80448;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Luka_Milivojevic_150;150;Luka Milivojevic;0.038461538461538464;0.0;1;26;0;1;53.69230769230769;53.0;1396;26;19;101;0.07692307692307693;0.0;2;26;0;1;0.07692307692307693;0.0;2;26;0;1;0.5769230769230769;0.0;15;26;0;3;18.0;15.5;468;26;-7;45;0.34615384615384615;0.0;9;26;0;1;3.923076923076923;4.0;102;26;0;9;42.61538461538461;41.5;1108;26;15;88;6.1499999999999995;6.1;159.89999999999998;26;6.0;6.5;21.061538461538458;17.05;547.5999999999999;26;0.9;53.7;0.38461538461538464;0.0;10;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;1.6153846153846154;1.5;42;26;0;5;1.3076923076923077;1.0;34;26;0;4;0.2692307692307692;0.0;7;26;0;2;6.184615384615385;5.5;160.8;26;1.2;14.1;26.807692307692307;22.7;697.0;26;5.2;74.6;1.2307692307692308;1.0;32;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;90.0;90.0;2340;26;90;90;0.0;0.0;0;26;0;0;0.23076923076923078;0.0;6;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;5.153846153846154;5.0;134;26;1;10;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;244389.46153846153;233787.5;6354126;26;154289;465750;0.6538461538461539;0.0;17;26;0;3;1.4615384615384615;1.0;38;26;0;6;0.38461538461538464;0.0;10;26;0;2;13.923076923076923;8.5;362.0;26;0.0;46.0;4.0;2.0;104;26;-1;15;-4371.2692307692305;-3414.5;-113653;26;-69826;87739;16712.19230769231;5744.5;434517;26;0;97992;21083.46153846154;17788.5;548170;26;0;74466;0.11538461538461539;0.0;3;26;0;1;0.3076923076923077;0.0;8;26;0;1
Luke_Amos_523;523;Luke Amos;0.0;0.0;0;26;0;0;0.11538461538461539;0.0;3;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.11538461538461539;0.0;3;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;4.373076923076923;4.4;113.69999999999999;26;4.3;4.5;0.0038461538461538464;0.0;0.1;26;0.0;0.1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.007692307692307693;0.0;0.2;26;0.0;0.2;0.08461538461538462;0.0;2.2;26;0.0;2.2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;6572.461538461538;6352.5;170884;26;0;8482;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.038461538461538464;0.0;1;26;0;1;-1.6923076923076923;-71.0;-44;26;-448;812;531.0384615384615;470.0;13807;26;0;1612;532.7307692307693;562.5;13851;26;0;1195;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Luke_Shaw_286;286;Luke Shaw;0.07692307692307693;0.0;2;26;0;1;46.26923076923077;49.0;1203;26;0;96;0.07692307692307693;0.0;2;26;0;1;0.07692307692307693;0.0;2;26;0;1;0.23076923076923078;0.0;6;26;0;3;12.73076923076923;11.0;331;26;0;33;0.19230769230769232;0.0;5;26;0;1;3.0;3.0;78;26;0;9;39.03846153846154;41.0;1015;26;0;86;5.011538461538462;5.0;130.3;26;4.9;5.1;13.115384615384615;6.25;341.0;26;0.0;58.2;0.5384615384615384;0.0;14;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;1.0769230769230769;1.0;28;26;0;4;1.0384615384615385;1.0;27;26;0;3;0.038461538461538464;0.0;1;26;0;1;3.6653846153846152;3.35;95.3;26;0.0;11.1;15.461538461538463;16.4;402.00000000000006;26;0.0;60.8;0.8076923076923077;0.0;21;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;68.5;90.0;1781;26;0;90;0.038461538461538464;0.0;1;26;0;1;0.23076923076923078;0.0;6;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;3.769230769230769;4.0;98;26;0;8;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;427833.3076923077;469792.5;11123666;26;162866;607182;0.6923076923076923;0.5;18;26;0;3;0.4230769230769231;0.0;11;26;0;3;0.19230769230769232;0.0;5;26;0;2;8.038461538461538;3.5;209.0;26;0.0;38.0;2.3846153846153846;1.0;62;26;0;11;4249.038461538462;-5675.5;110475;26;-119012;219313;39718.153846153844;20942.0;1032672;26;0;238816;35469.11538461538;24274.0;922197;26;0;124397;0.038461538461538464;0.0;1;26;0;1;0.3076923076923077;0.0;8;26;0;1
Lys_Mousset_44;44;Lys Mousset;0.0;0.0;0;26;0;0;3.1538461538461537;2.0;82;26;0;14;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;1.4230769230769231;1.0;37;26;0;4;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;2.230769230769231;2.0;58;26;0;12;4.934615384615385;4.9;128.3;26;4.9;5.0;1.7999999999999996;0.05;46.79999999999999;26;0.0;24.4;0.19230769230769232;0.0;5;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.19230769230769232;0.0;5;26;0;2;0.34615384615384615;0.0;9;26;0;2;0.0;0.0;0;26;0;0;0.5653846153846154;0.0;14.7;26;0.0;5.6;0.7076923076923076;0.0;18.4;26;0.0;8.4;0.11538461538461539;0.0;3;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;7.5;3.5;195;26;0;28;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.23076923076923078;0.0;6;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;13060.26923076923;12789.0;339567;26;11984;16089;0.4230769230769231;0.0;11;26;0;3;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1;3.269230769230769;0.0;85.0;26;0.0;23.0;0.6153846153846154;1.0;16;26;0;1;-284.15384615384613;-108.5;-7388;26;-2037;72;444.2692307692308;329.0;11551;26;0;2041;728.4230769230769;418.0;18939;26;0;2711;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1
Maarten_Stekelenburg_155;155;Maarten Stekelenburg;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;4.0;4.0;108.0;27;4.0;4.0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;219421.37037037036;221845.0;5924377;27;196667;236986;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0;27;0;0;-2553.074074074074;-2597.0;-68933;27;-8534;0;1887.0;1516.0;50949;27;0;7014;4440.074074074074;3073.0;119882;27;0;13420;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0
Mamadou_Sakho_143;143;Mamadou Sakho;0.0;0.0;0;26;0;0;49.23076923076923;47.5;1280;26;13;102;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1;0.5;0.0;13;26;0;2;19.807692307692307;19.0;515;26;9;33;0.34615384615384615;0.0;9;26;0;1;6.730769230769231;7.0;175;26;3;13;43.5;42.0;1131;26;8;90;4.950000000000001;4.95;128.70000000000002;26;4.9;5.0;2.9961538461538457;0.75;77.89999999999999;26;0.1;13.3;0.3076923076923077;0.0;8;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1;0.19230769230769232;0.0;5;26;0;1;1.3076923076923077;1.0;34;26;0;4;0.0;0.0;0;26;0;0;2.4461538461538463;2.3;63.6;26;1.1;3.8;19.661538461538463;20.700000000000003;511.2;26;4.4;27.4;0.23076923076923078;0.0;6;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;90.0;90.0;2340;26;90;90;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;7.269230769230769;7.0;189;26;0;17;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;92346.38461538461;90228.0;2401006;26;67303;117565;0.3076923076923077;0.0;8;26;0;1;0.46153846153846156;0.0;12;26;0;3;0.11538461538461539;0.0;3;26;0;1;1.8076923076923077;0.0;47.0;26;0.0;24.0;3.3076923076923075;2.0;86;26;0;8;214.3846153846154;241.5;5574;26;-6469;7255;4193.923076923077;3253.0;109042;26;0;11736;3979.5384615384614;3739.5;103468;26;0;8276;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1
Manolo_Gabbiadini_349;349;Manolo Gabbiadini;0.0;0.0;0;26;0;0;4.653846153846154;0.0;121;26;0;29;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1;0.11538461538461539;0.0;3;26;0;3;2.1538461538461537;0.0;56;26;-2;31;0.0;0.0;0;26;0;0;0.3076923076923077;0.0;8;26;0;4;3.1923076923076925;0.0;83;26;0;23;5.665384615384615;5.6;147.29999999999998;26;5.6;6.0;2.7961538461538464;0.0;72.7;26;0.0;22.3;0.07692307692307693;0.0;2;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.34615384615384615;0.0;9;26;0;2;0.46153846153846156;0.0;12;26;0;3;0.038461538461538464;0.0;1;26;0;1;1.1846153846153848;0.0;30.800000000000004;26;0.0;8.8;2.8615384615384616;0.0;74.4;26;0.0;44.2;0.19230769230769232;0.0;5;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;18.0;0.0;468;26;0;90;0.038461538461538464;0.0;1;26;0;1;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;1.0384615384615385;0.0;27;26;0;10;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;11107.115384615385;10299.0;288785;26;8233;18085;0.3076923076923077;0.0;8;26;0;2;0.038461538461538464;0.0;1;26;0;1;0.34615384615384615;0.0;9;26;0;2;6.423076923076923;0.0;167.0;26;0.0;28.0;0.8846153846153846;0.0;23;26;0;9;-547.3461538461538;-413.5;-14231;26;-3331;4515;478.11538461538464;190.5;12431;26;0;5274;1025.4615384615386;791.0;26662;26;0;3779;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Manuel_Lanzini_414;414;Manuel Lanzini;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;6.411538461538462;6.4;166.70000000000002;26;6.4;6.5;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;1694.076923076923;1616.0;44046;26;1579;2371;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;-54.96153846153846;-8.5;-1429;26;-578;17;37.65384615384615;35.5;979;26;0;101;92.61538461538461;44.5;2408;26;0;679;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Marcos_Alonso_115;115;Marcos Alonso;0.2692307692307692;0.0;7;26;0;2;60.03846153846154;64.0;1561;26;0;86;0.07692307692307693;0.0;2;26;0;1;0.15384615384615385;0.0;4;26;0;1;0.6153846153846154;0.0;16;26;0;3;21.307692307692307;21.0;554;26;0;47;0.4230769230769231;0.0;11;26;0;1;3.5;3.0;91;26;0;11;51.46153846153846;54.0;1338;26;0;78;6.8307692307692305;6.9;177.6;26;6.5;7.1;15.573076923076924;16.0;404.90000000000003;26;0.0;39.0;0.5384615384615384;0.0;14;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.7307692307692307;1.0;19;26;0;3;0.9230769230769231;1.0;24;26;0;5;0.038461538461538464;0.0;1;26;0;1;4.673076923076923;3.95;121.5;26;0.0;13.4;17.546153846153842;14.0;456.19999999999993;26;0.0;75.0;0.8846153846153846;1.0;23;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;85.34615384615384;90.0;2219;26;0;90;0.07692307692307693;0.0;2;26;0;1;0.3076923076923077;0.0;8;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;6.615384615384615;6.0;172;26;0;13;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;2342849.1153846155;2536623.5;60914077;26;727837;2844323;1.3076923076923077;1.0;34;26;0;4;0.8076923076923077;0.0;21;26;0;3;0.6923076923076923;1.0;18;26;0;2;13.538461538461538;9.5;352.0;26;0.0;51.0;4.8076923076923075;5.5;125;26;-1;13;20566.615384615383;1660.0;534732;26;-202775;448028;81927.19230769231;36747.5;2130107;26;0;470266;61360.57692307692;38160.5;1595375;26;0;220633;0.038461538461538464;0.0;1;26;0;1;0.19230769230769232;0.0;5;26;0;1
Marcos_Rojo_287;287;Marcos Rojo;0.0;0.0;0;26;0;0;3.1538461538461537;0.0;82;26;0;55;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;-4;5;0.0;0.0;0;26;0;0;0.19230769230769232;0.0;5;26;0;4;2.423076923076923;0.0;63;26;0;38;4.911538461538462;4.9;127.70000000000002;26;4.9;5.0;0.057692307692307696;0.0;1.5;26;0.0;1.3;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;2;0.11538461538461539;0.0;3;26;0;2;0.0;0.0;0;26;0;0;0.15384615384615385;0.0;4.0;26;0.0;3.4;0.5461538461538461;0.0;14.2;26;0.0;8.2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;3.9615384615384617;0.0;103;26;0;71;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.19230769230769232;0.0;5;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;4051.6923076923076;4079.0;105344;26;3269;5468;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.9230769230769231;0.0;24.0;26;0.0;24.0;-0.038461538461538464;0.0;-1;26;-2;1;-141.6153846153846;-79.0;-3682;26;-1145;989;103.73076923076923;44.0;2697;26;0;1156;245.34615384615384;143.5;6379;26;0;1257;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1
Marcus_Bettinelli_178;178;Marcus Bettinelli;0.0;0.0;0;26;0;0;8.038461538461538;0.0;209;26;0;37;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;4.384615384615385;0.0;114;26;0;29;0.0;0.0;0;26;0;0;0.5;0.0;13;26;0;5;4.8076923076923075;0.0;125;26;0;26;4.388461538461538;4.4;114.1;26;4.3;4.5;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.7692307692307693;0.0;20;26;0;5;0.0;0.0;0;26;0;0;0.7461538461538461;0.0;19.4;26;0.0;4.7;7.5;0.0;195.0;26;0.0;47.2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;24.23076923076923;0.0;630;26;0;90;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;1.9615384615384615;0.0;51;26;0;11;0.0;0.0;0;26;0;0;0.7692307692307693;0.0;20;26;0;6;26094.615384615383;27002.0;678460;26;11601;37422;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.5769230769230769;0.0;15;26;0;7;-32.96153846153846;-932.5;-857;26;-2133;7303;1449.9615384615386;224.5;37699;26;0;10594;1482.923076923077;1338.0;38556;26;0;3995;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1
